epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,18727.4,0.37196,0.23836,0.90609,0.99584,0.99842,0.99463,0.98439,0.21197,0.12606,0.78565,0.0010405,0.0010405,0.0010405
183,18821.7,0.37272,0.24126,0.91329,0.99591,0.99841,0.99463,0.98374,0.21085,0.12611,0.78528,0.000991,0.000991,0.000991
184,18914.9,0.36628,0.23603,0.9091,0.99573,0.99847,0.99463,0.98385,0.21035,0.12598,0.78527,0.0009415,0.0009415,0.0009415
185,19008.1,0.36884,0.23791,0.90954,0.99577,0.99845,0.99462,0.9834,0.21018,0.12561,0.78498,0.000892,0.000892,0.000892
186,19106.1,0.36336,0.23627,0.90537,0.99581,0.99875,0.99462,0.98337,0.2098,0.12517,0.78488,0.0008425,0.0008425,0.0008425
187,19197.9,0.36183,0.23436,0.90464,0.99546,0.99898,0.99464,0.98374,0.20918,0.12504,0.78474,0.000793,0.000793,0.000793
188,19291.1,0.36087,0.23712,0.9066,0.99534,0.99902,0.99465,0.9842,0.20821,0.12588,0.78451,0.0007435,0.0007435,0.0007435
189,19389.8,0.35615,0.23094,0.90605,0.99548,0.99902,0.99466,0.9838,0.20746,0.1261,0.78434,0.000694,0.000694,0.000694
190,19481.3,0.35754,0.23336,0.90796,0.99582,0.99902,0.99464,0.98373,0.20655,0.12516,0.78404,0.0006445,0.0006445,0.0006445
191,19606.9,0.22989,0.14617,0.80535,0.9948,0.99828,0.99461,0.98403,0.20668,0.12471,0.78382,0.000595,0.000595,0.000595
192,19700.3,0.21556,0.13715,0.80129,0.99572,0.99721,0.99461,0.98446,0.20606,0.12414,0.78357,0.0005455,0.0005455,0.0005455
193,19793.7,0.21064,0.13693,0.79711,0.99613,0.99734,0.99459,0.98449,0.20535,0.12351,0.78313,0.000496,0.000496,0.000496
194,19891.5,0.20933,0.1333,0.79989,0.99613,0.99673,0.99457,0.98484,0.20448,0.12281,0.78266,0.0004465,0.0004465,0.0004465
195,19983,0.20371,0.13279,0.79854,0.99612,0.9969,0.99458,0.98529,0.20351,0.1225,0.78237,0.000397,0.000397,0.000397
196,20076.6,0.2028,0.13042,0.7954,0.99633,0.99776,0.99458,0.98519,0.20273,0.12279,0.78205,0.0003475,0.0003475,0.0003475
197,20174.1,0.20102,0.13089,0.7965,0.99623,0.99788,0.99457,0.98546,0.20164,0.12177,0.78194,0.000298,0.000298,0.000298
198,20265.5,0.19714,0.12782,0.79175,0.9958,0.99801,0.99458,0.98548,0.20056,0.12099,0.78173,0.0002485,0.0002485,0.0002485
199,20358.6,0.19487,0.12625,0.79402,0.99582,0.99807,0.99459,0.98551,0.1994,0.12018,0.78143,0.000199,0.000199,0.000199
200,20458.4,0.19241,0.1247,0.79434,0.99583,0.99812,0.99459,0.98568,0.1985,0.11978,0.78108,0.0001495,0.0001495,0.0001495
